number_of_sentences,number_of_words,average_negative_score,average_positive_score,number_of_negating_words,contains_bad,contains_worst,contains_stupid,contains_waste,contains_boring,contains_love,contains_wonderful,contains_best,contains_great,contains_superb,contains_beautiful,filename,sentiment
2,71,0.75,1.625,0,False,False,False,False,False,False,False,False,False,False,False,10461_1.txt,negative
8,78,2.75,1.5,2,False,False,False,False,False,False,False,False,False,False,False,10462_4.txt,negative
15,215,10.5,8.25,2,True,True,False,False,False,False,False,True,False,False,False,10463_1.txt,negative
19,217,12.25,9.375,6,True,True,False,False,False,False,False,False,True,False,False,10464_1.txt,negative
16,358,13.875,17.0,6,False,False,False,False,False,False,False,False,True,False,False,10465_2.txt,negative
35,532,13.597,16.653,6,False,False,True,False,False,False,False,False,False,False,False,10466_2.txt,negative
12,171,7.0,5.375,1,True,False,True,False,False,False,False,True,False,False,False,10467_1.txt,negative
12,103,2.375,4.25,3,True,False,True,True,False,False,False,False,False,False,False,10468_1.txt,negative
12,160,5.75,8.75,2,False,False,False,False,False,False,False,False,False,False,False,10469_1.txt,negative
5,53,3.5,2.25,1,False,False,False,False,False,False,False,False,True,False,False,1046_2.txt,negative
13,143,6.875,5.5,3,False,False,False,False,False,False,False,False,False,False,False,10470_1.txt,negative
31,423,17.614,19.136,7,False,True,False,False,False,False,False,False,False,False,False,10471_2.txt,negative
6,109,5.25,6.0,0,False,True,False,False,False,False,False,False,False,False,False,10472_1.txt,negative
9,156,6.25,7.75,2,True,False,False,False,True,False,False,False,False,False,False,10473_3.txt,negative
5,62,2.75,3.25,2,True,False,False,False,False,False,False,True,False,False,False,10474_3.txt,negative
5,103,2.625,3.375,3,False,False,False,False,False,False,False,False,False,False,False,10475_1.txt,negative
9,146,4.875,10.25,3,False,True,False,False,False,False,False,False,False,False,False,10476_1.txt,negative
3,40,1.75,1.625,1,True,False,False,False,False,False,False,False,False,False,False,10477_1.txt,negative
7,112,2.375,3.125,2,False,False,False,False,True,False,False,False,False,False,False,10478_3.txt,negative
18,418,16.125,13.875,7,True,False,False,False,False,False,False,False,False,False,False,10479_2.txt,negative
11,311,13.625,11.625,3,True,True,False,False,False,False,False,True,False,False,False,1047_2.txt,negative
9,196,8.5,7.125,5,True,False,False,False,False,False,False,False,True,False,False,10480_2.txt,negative
10,92,2.875,5.375,1,False,True,False,False,False,False,False,False,False,False,False,10481_2.txt,negative
13,243,8.083,10.417,1,False,True,True,False,False,False,False,False,False,False,False,10482_1.txt,negative
8,132,5.75,3.25,1,True,False,False,False,False,True,False,False,False,False,False,10483_4.txt,negative
8,128,5.625,4.75,0,False,True,False,False,True,False,False,True,False,False,False,10484_2.txt,negative
5,149,6.875,6.625,2,False,False,False,False,False,False,False,False,False,False,False,10485_1.txt,negative
18,292,12.75,13.875,7,False,True,False,False,False,False,False,True,False,False,True,10486_3.txt,negative
9,137,4.5,3.375,2,False,False,False,True,False,False,False,False,False,False,False,10487_2.txt,negative
13,199,10.25,8.875,4,False,False,False,False,False,False,False,False,False,False,False,10488_1.txt,negative
7,230,7.75,7.125,3,False,True,False,False,False,True,False,False,False,False,False,10489_4.txt,negative
65,1314,52.375,39.0,17,True,False,False,False,False,True,False,True,True,False,False,1048_4.txt,negative
12,281,12.125,8.125,2,False,False,False,False,False,False,False,False,False,False,False,10490_1.txt,negative
4,55,1.875,1.625,0,True,False,False,False,False,False,False,False,False,False,False,10491_1.txt,negative
2,31,1.125,1.125,0,False,False,False,False,False,True,False,False,False,False,False,10492_1.txt,negative
6,135,2.75,6.75,5,False,False,False,False,False,False,False,False,False,False,False,10493_4.txt,negative
10,143,1.625,7.875,5,False,True,True,False,False,True,False,False,False,False,False,10494_1.txt,negative
8,118,5.625,4.75,2,True,True,True,False,False,False,False,False,False,False,False,10495_1.txt,negative
23,212,4.875,3.75,0,False,False,False,False,False,False,False,False,False,False,False,10496_4.txt,negative
19,341,11.125,13.875,8,True,False,True,False,False,False,True,False,False,False,False,10497_4.txt,negative
14,171,6.0,3.625,1,True,False,False,False,False,False,False,False,False,False,False,10498_3.txt,negative
23,237,10.75,10.5,8,True,False,False,False,False,False,False,False,False,False,False,10499_1.txt,negative
8,116,3.625,2.5,0,False,False,False,False,False,False,False,False,False,False,False,1049_3.txt,negative
13,332,9.25,15.625,3,False,False,False,False,False,False,False,False,False,False,False,104_3.txt,negative
24,637,18.5,26.875,16,False,False,False,False,False,False,False,False,False,False,False,10500_4.txt,negative
21,622,15.5,24.875,7,True,False,False,False,False,False,False,True,True,False,False,10501_4.txt,negative
15,292,16.875,13.625,6,False,False,False,True,False,False,False,False,False,False,False,10502_4.txt,negative
6,128,4.125,5.75,5,False,False,False,False,False,False,False,False,False,False,False,10503_1.txt,negative
8,134,7.0,4.75,1,True,False,False,False,False,False,False,False,True,False,False,10504_1.txt,negative
10,177,9.625,7.375,2,True,False,False,True,False,False,False,False,False,False,False,10505_2.txt,negative
41,960,35.5,34.25,13,True,True,False,False,False,False,False,True,True,False,False,10506_1.txt,negative
21,277,13.375,6.875,6,False,False,False,True,False,False,False,False,True,False,False,10507_1.txt,negative
9,142,4.125,6.5,1,False,False,False,False,False,False,False,False,False,False,False,10508_1.txt,negative
5,186,10.75,9.5,1,True,True,False,False,False,False,False,False,False,False,False,10509_3.txt,negative
13,343,10.0,8.25,3,False,False,False,False,False,False,False,False,False,False,False,1050_4.txt,negative
8,298,12.625,10.75,3,True,False,False,True,False,False,False,False,False,False,True,10510_1.txt,negative
19,316,12.625,14.75,9,True,False,False,False,True,False,False,False,True,False,False,10511_1.txt,negative
7,124,4.125,5.0,2,False,False,False,False,False,True,False,False,False,False,False,10512_1.txt,negative
6,133,3.625,6.125,4,False,False,False,True,False,False,False,False,False,False,False,10513_3.txt,negative
8,157,5.875,6.25,1,False,False,False,False,False,False,False,False,False,False,False,10514_3.txt,negative
7,155,8.75,12.25,4,False,False,False,False,False,False,False,False,False,False,False,10515_1.txt,negative
21,625,20.375,29.75,16,False,False,False,False,False,False,False,False,True,False,False,10516_4.txt,negative
38,854,26.375,30.875,18,True,False,True,False,False,False,False,False,True,False,False,10517_1.txt,negative
13,118,4.125,8.0,4,False,False,True,True,False,False,False,False,False,False,False,10518_1.txt,negative
7,150,3.875,7.875,1,False,False,False,True,False,False,False,False,False,False,False,10519_1.txt,negative
8,242,6.75,9.75,4,False,False,False,False,False,False,False,True,False,False,False,1051_4.txt,negative
6,121,5.4719999999999995,5.6530000000000005,0,True,False,False,False,False,False,False,False,False,False,False,10520_2.txt,negative
8,135,3.625,4.0,1,False,False,False,True,False,False,False,False,False,False,True,10521_1.txt,negative
19,417,20.75,17.5,8,False,False,False,False,True,False,False,False,True,False,True,10522_4.txt,negative
10,159,8.5,8.125,5,True,False,False,False,False,False,False,False,False,False,False,10523_2.txt,negative
19,304,11.125,9.875,4,True,True,False,False,False,False,False,True,False,False,False,10524_4.txt,negative
2,50,2.375,1.0,0,False,False,False,False,False,False,False,False,False,False,False,10525_4.txt,negative
5,85,1.125,2.875,0,False,False,False,False,False,False,False,True,False,False,False,10526_3.txt,negative
14,220,10.375,6.875,13,False,False,False,False,False,False,False,False,False,False,False,10527_4.txt,negative
18,233,10.875,6.0,1,False,False,False,False,True,True,False,True,False,False,False,10528_3.txt,negative
11,251,12.25,8.0,5,False,False,False,False,False,False,False,False,True,False,False,10529_4.txt,negative
21,354,19.75,17.5,6,False,False,False,False,False,False,True,True,False,False,False,1052_1.txt,negative
8,190,5.444,3.806,1,False,True,False,False,False,False,False,True,False,False,False,10530_4.txt,negative
25,402,12.125,10.875,5,False,False,False,False,False,True,False,False,False,False,False,10531_3.txt,negative
18,375,13.0,17.75,6,True,False,False,False,False,False,True,True,False,False,False,10532_4.txt,negative
20,335,11.875,16.25,5,False,False,False,False,False,False,False,False,False,False,False,10533_4.txt,negative
2,54,2.25,2.0,1,False,True,False,False,False,True,False,False,False,False,False,10534_1.txt,negative
10,115,2.75,3.125,2,False,False,False,False,False,False,False,True,False,False,False,10535_2.txt,negative
13,266,9.25,7.875,1,False,False,False,False,False,False,False,False,True,False,False,10536_4.txt,negative
5,87,3.25,2.375,0,False,False,False,False,False,False,False,False,False,False,False,10537_1.txt,negative
19,188,6.875,7.625,3,True,False,False,True,True,False,False,False,True,False,False,10538_3.txt,negative
20,472,16.989,23.761,5,True,False,False,False,True,False,False,False,False,False,False,10539_4.txt,negative
6,81,4.75,3.0,0,False,False,False,False,False,False,False,False,False,False,False,1053_4.txt,negative
10,181,6.875,11.375,6,False,False,False,False,False,False,False,True,False,False,False,10540_4.txt,negative
19,640,22.875,20.125,3,False,False,False,False,False,False,True,True,False,False,False,10541_4.txt,negative
10,294,7.5,8.375,1,False,False,True,False,False,False,False,False,False,False,False,10542_3.txt,negative
10,204,6.944,5.056,2,False,False,False,False,False,False,False,False,False,False,False,10543_3.txt,negative
22,365,12.75,17.875,4,True,False,False,False,False,False,False,True,False,False,False,10544_4.txt,negative
6,42,3.75,1.375,1,False,False,False,False,False,False,False,False,False,False,False,10545_1.txt,negative
5,77,3.5,2.0,0,False,False,False,False,False,False,False,False,False,False,False,10546_1.txt,negative
4,87,4.25,2.875,0,False,False,False,False,True,False,False,False,False,False,False,10547_1.txt,negative
30,555,20.0,21.375,12,False,False,False,False,False,False,False,False,False,False,False,10548_3.txt,negative
11,175,7.625,9.375,4,False,False,False,False,False,False,False,False,False,False,False,10549_2.txt,negative
5,119,4.125,7.0,1,True,False,False,False,False,False,False,False,False,False,False,1054_3.txt,negative
15,299,9.25,7.375,3,False,False,False,False,True,False,False,False,False,False,False,10550_4.txt,negative
5,182,7.125,8.0,2,False,False,False,False,False,False,False,False,False,False,False,10551_1.txt,negative
8,126,5.125,10.625,3,True,False,False,False,False,False,False,False,False,False,False,10552_1.txt,negative
14,123,4.625,11.5,8,False,False,False,False,False,False,False,False,False,False,False,10553_1.txt,negative
10,86,5.125,4.625,1,False,False,False,False,False,False,False,False,False,False,False,10554_1.txt,negative
26,299,12.0,12.75,7,True,False,False,False,False,True,False,False,False,False,False,10555_1.txt,negative
16,296,13.625,17.625,8,True,False,False,False,False,False,False,False,False,False,False,10556_1.txt,negative
9,106,5.0,9.125,3,False,False,False,False,False,False,False,False,False,False,False,10557_3.txt,negative
8,197,7.125,8.375,6,False,False,False,False,False,False,False,False,False,False,False,10558_4.txt,negative
16,369,14.25,17.625,1,False,False,False,False,True,True,False,False,True,False,True,10559_3.txt,negative
14,223,8.625,10.75,5,False,False,True,False,False,False,False,False,False,False,False,1055_2.txt,negative
16,237,8.875,17.75,6,False,False,False,False,True,False,False,True,False,False,False,10560_3.txt,negative
11,197,8.5,8.625,3,False,False,False,False,False,False,True,False,False,False,False,10561_1.txt,negative
3,118,2.5,2.875,1,False,False,True,False,True,False,False,False,False,False,False,10562_2.txt,negative
14,196,7.625,8.875,7,True,False,False,False,False,False,False,False,False,False,False,10563_1.txt,negative
8,164,5.75,7.125,2,True,False,False,False,False,True,False,False,False,False,False,10564_4.txt,negative
7,144,1.75,3.125,0,False,False,False,False,False,False,False,True,False,False,False,10565_3.txt,negative
4,97,1.125,4.25,0,False,False,False,False,False,False,False,False,False,False,False,10566_3.txt,negative
7,156,6.375,4.5,5,True,False,False,False,False,False,False,False,False,False,False,10567_2.txt,negative
17,335,15.625,13.125,8,True,True,False,True,False,False,False,False,False,False,False,10568_1.txt,negative
9,137,5.625,6.0,4,True,False,False,False,False,False,False,False,False,False,False,10569_1.txt,negative
10,191,7.125,3.875,1,False,False,False,False,False,False,False,False,False,False,False,1056_3.txt,negative
3,56,2.375,2.0,2,False,False,False,False,True,False,False,False,False,False,False,10570_1.txt,negative
7,125,3.375,5.75,1,True,False,False,False,False,False,False,False,False,False,False,10571_1.txt,negative
15,290,15.25,12.625,6,False,False,False,False,False,False,False,False,False,False,False,10572_1.txt,negative
13,372,15.75,10.375,6,True,False,False,False,False,False,False,False,False,False,False,10573_3.txt,negative
13,186,5.875,10.5,1,False,False,False,False,False,False,False,False,True,False,False,10574_1.txt,negative
22,520,16.75,18.625,6,True,True,False,False,True,False,False,False,True,False,False,10575_3.txt,negative
10,171,10.25,7.375,2,False,True,False,False,False,False,False,False,False,False,False,10576_4.txt,negative
11,141,7.125,6.375,2,False,False,False,False,False,False,False,False,True,False,False,10577_2.txt,negative
13,361,12.5,18.75,6,False,False,False,True,False,False,False,False,False,False,False,10578_1.txt,negative
26,742,27.875,32.75,10,True,False,False,False,True,True,False,False,False,False,False,10579_2.txt,negative
7,84,3.875,4.75,1,False,False,False,False,False,False,False,False,False,False,False,1057_3.txt,negative
10,199,6.25,5.25,2,False,False,False,False,False,True,False,False,True,False,False,10580_4.txt,negative
12,134,5.25,6.0,3,False,False,False,False,False,False,False,False,False,False,False,10581_1.txt,negative
6,138,4.25,6.5,3,False,False,False,False,False,False,False,False,False,False,False,10582_3.txt,negative
9,161,5.375,4.375,0,False,True,False,False,False,False,False,False,False,False,False,10583_3.txt,negative
17,256,12.5,6.875,2,True,False,True,False,False,False,False,False,False,False,False,10584_1.txt,negative
3,76,2.625,2.5,1,False,False,False,False,False,False,False,False,False,False,False,10585_2.txt,negative
8,127,3.875,5.125,0,False,False,False,False,False,False,False,False,False,False,False,10586_1.txt,negative
14,342,16.597,14.028,5,False,False,False,False,False,False,False,False,False,False,False,10587_1.txt,negative
5,51,3.625,0.75,0,True,False,False,False,False,False,False,False,False,False,False,10588_1.txt,negative
13,181,7.5,11.25,7,True,True,False,False,False,False,False,False,False,False,False,10589_1.txt,negative
5,252,6.75,10.25,1,False,False,False,True,False,False,False,False,False,False,False,1058_1.txt,negative
5,54,2.0,1.25,0,False,True,False,False,True,False,False,False,True,False,False,10590_4.txt,negative
29,424,13.625,16.375,10,True,False,True,False,False,False,False,False,False,False,False,10591_3.txt,negative
34,475,16.25,12.875,8,True,False,True,True,False,False,False,True,False,False,False,10592_1.txt,negative
21,461,16.0,17.75,7,False,False,True,False,False,True,False,False,False,False,False,10593_4.txt,negative
4,45,2.875,1.75,1,False,False,False,False,False,False,False,False,False,False,False,10594_1.txt,negative
4,56,2.875,2.75,0,True,True,False,False,False,False,False,False,False,False,False,10595_4.txt,negative
14,112,3.875,5.0,4,True,False,False,False,False,False,True,False,False,False,False,10596_1.txt,negative
15,149,6.0,2.875,1,True,True,False,False,False,False,False,False,False,False,False,10597_2.txt,negative
11,92,3.0,3.5,4,False,False,False,False,False,False,False,False,False,False,False,10598_1.txt,negative
20,302,10.25,12.875,7,True,False,False,False,True,False,False,False,False,False,False,10599_2.txt,negative
15,246,7.5,8.875,4,False,False,False,False,True,False,False,False,False,False,False,1059_2.txt,negative
18,166,4.0,8.75,4,False,False,False,False,False,False,False,False,False,False,False,105_2.txt,negative
8,127,3.125,2.25,0,False,False,False,False,True,False,False,False,False,False,False,10600_2.txt,negative
12,239,7.125,5.375,3,False,False,False,False,False,False,False,False,False,False,False,10601_3.txt,negative
5,131,3.25,2.375,1,True,True,False,False,False,False,False,True,True,False,False,10602_4.txt,negative
12,206,6.5,6.75,4,False,False,False,False,False,False,False,False,False,False,False,10603_1.txt,negative
7,148,6.75,7.375,5,False,False,False,False,False,False,False,False,False,False,False,10604_2.txt,negative
9,128,3.875,6.375,2,True,False,False,True,False,False,False,False,False,False,False,10605_1.txt,negative
24,364,9.625,12.375,2,False,False,False,False,False,False,False,False,False,False,False,10606_2.txt,negative
32,374,12.875,9.25,4,True,False,False,True,False,False,False,True,False,False,False,10607_2.txt,negative
12,141,5.75,3.75,4,False,False,False,False,False,False,False,True,False,False,False,10608_2.txt,negative
12,440,10.25,11.125,3,True,False,False,False,False,False,False,True,False,False,False,10609_3.txt,negative
21,236,6.875,7.125,6,False,False,False,True,False,False,False,False,False,False,False,1060_4.txt,negative
39,804,23.375,25.0,5,True,False,False,False,False,False,False,False,False,False,False,10610_1.txt,negative
9,201,7.125,5.5,2,False,True,False,False,False,False,False,False,False,False,False,10611_1.txt,negative
9,226,7.125,6.125,1,False,False,False,False,False,False,False,False,True,False,False,10612_3.txt,negative
5,92,3.25,3.375,1,False,True,False,False,False,False,False,False,False,False,False,10613_3.txt,negative
6,80,5.75,4.5,0,False,True,False,False,False,False,False,False,False,False,True,10614_1.txt,negative
4,120,6.875,6.625,2,False,False,False,False,False,False,False,False,False,False,False,10615_2.txt,negative
12,151,7.75,7.625,4,True,False,False,False,False,False,False,False,False,False,False,10616_2.txt,negative
6,124,7.125,5.875,2,False,True,False,False,False,True,False,False,False,False,False,10617_1.txt,negative
21,350,13.972,17.028,7,False,False,False,False,False,False,False,False,True,False,False,10618_1.txt,negative
9,127,7.0,5.5,1,False,False,False,False,False,True,False,False,False,False,False,10619_1.txt,negative
18,403,14.5,14.375,4,False,False,False,False,False,False,False,False,False,False,False,1061_4.txt,negative
8,133,5.625,4.25,1,False,False,False,False,False,False,False,False,False,False,True,10620_4.txt,negative
10,104,5.375,4.125,3,False,False,False,False,False,False,False,True,False,False,False,10621_3.txt,negative
9,129,8.972,11.528,7,True,False,False,False,False,False,False,False,False,False,False,10622_3.txt,negative
6,136,4.625,4.875,2,False,False,False,False,False,True,False,False,False,False,False,10623_3.txt,negative
20,322,12.25,11.375,4,False,False,False,False,False,False,False,False,False,False,False,10624_1.txt,negative
11,163,5.0,2.75,1,False,False,False,False,False,False,False,False,False,False,False,10625_2.txt,negative
1,101,1.875,2.625,2,False,False,False,False,False,False,False,False,False,False,False,10626_1.txt,negative
12,253,9.625,7.375,5,False,False,False,False,False,False,False,False,False,False,False,10627_1.txt,negative
25,350,14.25,9.375,4,True,False,False,False,False,False,False,False,False,False,False,10628_1.txt,negative
7,113,3.375,4.625,2,False,False,False,False,False,False,False,False,False,False,False,10629_2.txt,negative
10,128,4.125,6.25,2,False,False,False,False,False,False,False,False,False,False,False,1062_4.txt,negative
26,443,10.625,14.75,10,False,False,False,False,False,False,False,False,False,False,False,10630_1.txt,negative
16,343,8.75,16.0,3,False,False,False,False,False,False,False,False,False,False,False,10631_1.txt,negative
7,167,6.5,6.75,2,False,False,False,False,False,False,False,False,False,False,False,10632_1.txt,negative
9,135,3.25,3.75,2,True,False,False,True,False,False,False,False,False,False,False,10633_1.txt,negative
10,292,6.25,10.75,5,False,False,False,False,False,False,False,False,False,False,False,10634_1.txt,negative
13,154,7.0,5.25,5,False,False,False,False,False,False,False,False,False,False,False,10635_1.txt,negative
12,241,11.75,7.625,2,False,False,False,False,False,False,False,False,True,False,False,10636_4.txt,negative
7,120,5.75,7.125,4,False,False,False,False,False,False,False,False,False,False,False,10637_2.txt,negative
5,92,3.75,3.125,1,False,False,False,False,False,False,False,False,False,False,False,10638_2.txt,negative
6,115,3.625,4.375,4,False,False,False,False,False,False,False,False,False,False,False,10639_1.txt,negative
11,111,5.875,5.5,2,False,False,False,False,False,False,False,False,True,False,False,1063_3.txt,negative
20,394,13.75,16.125,8,False,False,False,False,True,False,False,False,True,False,False,10640_3.txt,negative
2,51,1.25,1.0,0,True,False,False,False,False,False,False,False,False,False,False,10641_2.txt,negative
10,134,7.5,3.5,0,False,False,False,False,False,False,True,False,False,False,False,10642_2.txt,negative
4,87,4.0,4.0,3,True,False,False,False,False,False,False,False,False,False,False,10643_1.txt,negative
12,180,7.375,5.25,3,False,False,False,False,False,False,False,False,False,False,False,10644_3.txt,negative
11,126,4.0,6.25,5,True,False,False,False,False,False,False,False,False,False,False,10645_4.txt,negative
6,119,4.3469999999999995,4.4030000000000005,2,False,True,False,False,False,False,False,False,True,False,True,10646_4.txt,negative
8,256,11.625,7.75,1,True,True,False,False,True,False,False,False,True,False,True,10647_2.txt,negative
11,225,7.625,8.625,2,False,False,False,False,False,False,False,True,True,False,False,10648_4.txt,negative
14,466,12.125,9.625,1,False,False,False,False,False,False,False,False,False,False,False,10649_4.txt,negative
9,117,7.25,3.0,4,False,False,False,False,False,True,False,False,False,False,False,1064_2.txt,negative
12,179,5.944,9.056000000000001,2,True,True,False,False,False,True,False,False,False,False,False,10650_1.txt,negative
7,144,4.5,4.375,0,False,True,False,False,False,False,False,False,False,False,True,10651_1.txt,negative
21,286,7.625,11.5,5,False,False,False,False,False,False,False,False,False,False,False,10652_2.txt,negative
15,227,6.375,7.625,5,False,False,False,False,False,False,False,True,False,False,False,10653_4.txt,negative
7,194,8.625,9.625,1,True,True,False,False,False,True,False,True,False,False,False,10654_1.txt,negative
21,393,20.5,15.375,3,False,False,False,False,False,False,False,False,True,False,False,10655_3.txt,negative
17,175,4.5,10.75,5,True,False,False,False,False,False,False,False,True,False,False,10656_4.txt,negative
14,243,7.375,6.25,2,False,True,False,False,False,False,False,False,False,False,False,10657_3.txt,negative
52,740,22.875,28.0,9,True,False,True,False,False,True,False,True,False,False,False,10658_4.txt,negative
27,253,12.625,10.75,4,False,False,False,False,False,True,False,False,False,False,False,10659_2.txt,negative
8,129,5.375,3.75,2,False,False,False,False,False,False,False,False,False,False,False,1065_1.txt,negative
3,86,2.375,3.625,2,False,False,False,False,True,False,False,False,False,False,False,10660_1.txt,negative
24,166,5.125,5.25,1,False,False,False,False,False,False,False,False,False,False,False,10661_3.txt,negative
4,50,2.625,0.625,0,False,False,False,False,False,False,False,False,False,False,False,10662_1.txt,negative
10,129,6.75,3.625,3,False,False,False,True,True,False,False,True,False,False,False,10663_4.txt,negative
3,96,4.875,2.625,0,False,False,False,False,False,False,False,False,False,False,False,10664_3.txt,negative
10,144,3.25,4.0,0,True,False,False,True,False,False,False,False,False,False,False,10665_2.txt,negative
12,311,10.0,7.375,4,False,False,False,False,False,False,False,False,True,False,False,10666_4.txt,negative
24,248,11.875,7.75,2,True,False,False,True,False,False,False,True,True,False,False,10667_3.txt,negative
10,137,5.875,5.75,4,False,False,False,False,False,False,False,False,True,False,False,10668_3.txt,negative
6,124,5.0,5.625,2,False,False,False,False,False,False,False,False,False,False,False,10669_2.txt,negative
34,430,21.125,10.75,3,True,True,True,False,False,True,False,True,False,False,False,1066_2.txt,negative
9,126,6.0,8.0,7,False,False,False,False,False,False,False,False,False,False,False,10670_3.txt,negative
11,133,3.375,4.375,5,False,True,False,True,False,False,False,False,False,False,False,10671_1.txt,negative
10,122,4.25,4.25,4,False,False,False,False,False,False,False,False,False,False,False,10672_1.txt,negative
8,123,6.125,4.125,2,True,True,False,False,False,False,False,False,False,False,False,10673_2.txt,negative
10,118,6.0,4.25,1,True,True,False,True,False,False,False,False,False,False,False,10674_1.txt,negative
7,124,6.5,3.0,2,False,False,False,False,False,False,False,True,False,False,False,10675_2.txt,negative
18,185,7.375,6.25,2,False,False,False,False,False,False,False,False,True,False,False,10676_3.txt,negative
12,166,7.0,6.0,4,True,False,False,False,False,False,False,False,False,False,False,10677_3.txt,negative
13,150,6.75,4.0,1,False,True,False,True,False,False,False,False,True,False,False,10678_4.txt,negative
8,203,7.8469999999999995,8.028,4,True,False,False,False,False,False,False,True,False,False,False,10679_3.txt,negative
18,258,12.0,8.5,4,False,False,False,False,False,False,False,True,False,False,False,1067_3.txt,negative
20,348,10.583,13.542,3,False,True,True,False,False,False,False,False,False,False,False,10680_1.txt,negative
11,160,4.625,3.875,1,True,False,False,False,False,False,False,False,False,False,False,10681_1.txt,negative
15,214,6.625,8.5,2,False,False,False,False,False,False,False,False,False,False,False,10682_1.txt,negative
47,466,12.875,18.375,8,False,False,False,False,False,False,False,False,True,False,False,10683_1.txt,negative
10,136,4.75,2.625,1,False,False,False,False,False,False,False,False,False,False,False,10684_3.txt,negative
7,118,4.875,5.75,1,False,False,False,False,False,False,False,False,False,False,False,10685_3.txt,negative
15,205,6.625,4.125,2,False,False,False,False,False,False,False,False,True,False,False,10686_2.txt,negative
5,128,8.25,4.75,2,False,True,True,False,False,False,False,False,False,False,False,10687_1.txt,negative
9,149,8.0,3.75,4,False,False,False,False,False,False,False,False,False,False,False,10688_1.txt,negative
9,168,7.375,4.625,3,True,False,False,False,True,False,False,False,False,False,False,10689_4.txt,negative
38,655,21.25,22.0,8,False,True,False,False,False,True,False,False,True,False,False,1068_1.txt,negative
12,158,4.625,3.375,3,False,True,False,False,False,False,False,False,False,False,False,10690_2.txt,negative
11,144,4.125,4.125,2,False,False,False,False,False,False,False,False,True,False,False,10691_3.txt,negative
19,379,14.75,14.75,5,False,False,False,False,False,False,False,True,False,False,False,10692_4.txt,negative
9,239,7.625,7.125,0,False,False,False,False,False,False,False,True,False,False,False,10693_4.txt,negative
3,43,1.0,1.125,0,False,False,False,False,False,False,False,False,False,False,False,10694_1.txt,negative
8,136,5.0,3.875,2,True,False,False,False,False,False,False,False,False,False,False,10695_1.txt,negative
14,445,12.875,15.875,5,False,False,False,False,False,False,False,False,False,False,False,10696_3.txt,negative
16,259,16.472,10.153,3,False,False,True,False,False,False,False,False,False,False,False,10697_4.txt,negative
28,376,20.569,18.556,6,True,False,False,False,False,False,False,False,False,False,False,10698_4.txt,negative
13,293,10.875,11.75,3,True,False,False,False,False,False,False,False,False,False,False,10699_4.txt,negative
7,120,3.125,2.375,1,False,False,False,False,False,False,True,False,False,False,False,1069_3.txt,negative
10,167,5.875,4.125,3,False,False,False,False,False,False,False,False,False,False,False,106_2.txt,negative
9,215,13.125,8.625,2,True,False,False,True,False,True,False,False,False,False,False,10700_3.txt,negative
5,130,5.5,6.125,2,False,False,False,False,False,True,False,False,False,False,False,10701_4.txt,negative
23,354,12.625,13.75,4,True,False,False,True,True,False,False,True,False,False,False,10702_1.txt,negative
5,90,4.625,3.75,2,False,False,False,False,False,False,False,False,False,False,False,10703_3.txt,negative
4,82,1.75,3.375,1,False,False,True,False,False,False,False,False,False,False,False,10704_4.txt,negative
15,373,11.25,14.375,4,True,False,False,False,False,True,False,False,False,False,False,10705_4.txt,negative
11,153,6.375,5.5,3,True,False,True,False,False,False,False,False,False,False,False,10706_4.txt,negative
13,166,6.375,4.375,2,True,True,False,False,False,False,False,False,False,False,False,10707_1.txt,negative
13,215,9.5,7.5,0,True,True,False,False,False,False,False,True,False,False,False,10708_3.txt,negative
11,147,4.625,6.375,3,False,False,True,False,False,False,False,False,False,False,False,10709_1.txt,negative
9,171,6.0,7.875,2,True,True,False,False,True,False,False,False,False,False,False,1070_1.txt,negative
11,216,8.568999999999999,7.306,2,True,True,False,False,False,False,False,False,False,False,False,10710_1.txt,negative
21,349,11.388,9.487,4,True,False,False,False,False,False,False,False,False,False,False,10711_4.txt,negative
6,140,5.125,4.25,1,False,True,False,False,False,False,False,False,False,False,False,10712_1.txt,negative
8,120,5.5,4.5,2,True,False,False,False,False,False,False,False,False,False,False,10713_1.txt,negative
15,157,4.375,3.375,3,False,False,True,True,True,False,False,True,True,False,False,10714_2.txt,negative
7,171,9.125,8.875,5,False,False,False,False,False,False,False,False,False,False,False,10715_4.txt,negative
29,790,41.5,34.625,12,True,False,False,False,False,True,False,True,False,False,False,10716_3.txt,negative
18,271,12.0,6.5,2,False,False,True,False,False,False,False,False,False,False,False,10717_4.txt,negative
21,229,13.125,13.0,5,False,False,False,False,False,False,False,True,True,False,False,10718_4.txt,negative
9,156,4.75,8.0,6,False,False,False,False,False,False,False,False,False,False,False,10719_2.txt,negative
22,415,12.875,13.0,4,False,False,False,False,False,False,False,False,False,False,False,1071_4.txt,negative
13,157,6.875,10.375,4,True,False,False,False,False,True,False,False,False,False,False,10720_2.txt,negative
15,199,11.25,10.0,4,True,False,False,False,False,True,False,False,False,False,True,10721_3.txt,negative
25,521,14.5,10.75,5,False,False,False,False,False,False,False,False,False,False,False,10722_4.txt,negative
13,258,12.5,9.75,2,False,False,False,False,False,False,False,False,False,False,False,10723_4.txt,negative
3,137,5.75,3.5,0,True,False,False,False,False,False,False,False,True,False,False,10724_2.txt,negative
6,145,7.625,7.375,6,False,False,False,True,False,False,False,False,False,False,False,10725_1.txt,negative
